name,prompt,negative_prompt,description,category
SCENE_SFW_Rainy_Window,"looking through rainy window, rain on glass, window with raindrops, cozy indoor rainy day, rain streaks on window, indoor watching rain","outdoor, dry, bright sunny",Rainy window interior. Combos: WEATHER_SFW_Heavy_Rain; MOOD_SFW_Melancholic; ACTIVITY_SFW_Reading. Iconic melancholic setup.,SCENE
SCENE_SFW_Rooftop_Night,"rooftop at night, city skyline below, rooftop edge, urban rooftop, city lights below, night city view from above","indoor, forest, nature",Urban rooftop night. Combos: LIGHTING_SFW_Neon_Purple_Pink; TIME_SFW_Midnight; OUTFIT_SFW_Streetwear.,SCENE
SCENE_SFW_Ruins_Overgrown,"overgrown ruins, nature reclaiming building, ivy covered walls, crumbling structure, post-urban nature, moss and vines","pristine, clean, maintained",Nature-consumed ruins. Combos: ERA_SFW_Post_Apocalyptic; ARCHETYPE_SFW_Elf_Ranger; LIGHTING_SFW_Volumetric_Rays.,SCENE
SCENE_SFW_School_Classroom,"school classroom, desks, blackboard, chalk, school windows, afternoon light, empty classroom","outdoor, dungeon, office",School classroom. Combos: OUTFIT_School_Uniform; ACTIVITY_Reading; MOOD_Shy.,SCENE
SCENE_SFW_Snowy_Path,"snowy path, snow-covered trail, winter path, walking through snow, snowflakes falling, bare trees in snow, silent snowy landscape, deep snow","summer, tropical, indoor",Snowy winter path. Combos: SEASON_SFW_Winter_Snow; OUTFIT_SFW_Winter_Coat; ATMOSPHERE_SFW_Breath_Cold_Air.,SCENE
SCENE_SFW_Stage_Performance,"concert stage, spotlight, stage lights, microphone, audience silhouette, performance venue, dramatic stage lighting","nature, outdoor, dungeon",Performance stage. Combos: ARCHETYPE_Idol; ACTIVITY_Dancing; LIGHTING_Neon_Colorful.,SCENE
SCENE_SFW_Throne_Room,"throne room, grand throne, ornate hall, royal chamber, imposing seat of power, regal interior","humble, outdoor, casual",Throne room setting. Combos: ARCHETYPE_SFW_Demon_Queen; MOOD_SFW_Confident; ERA_SFW_Medieval_Fantasy.,SCENE
SCENE_SFW_Vehicle_Interior,"vehicle interior, train window seat, car backseat, bus window, subway car, rain on window, night driving atmosphere","outdoor, open space, static room",Vehicle interior scene. Combos: WEATHER_SFW_Gentle_Rain; MOOD_SFW_Melancholic; TIME_SFW_Blue_Hour.,SCENE
SEASON_SFW_Autumn_Leaves,"autumn season, falling leaves, orange red leaves, autumn colors, leaf-covered ground, warm autumn tones","spring, summer, snow",Autumn atmosphere. Combos: ACTIVITY_Reading; MOOD_Melancholic; LIGHTING_Golden_Hour_Sunset.,SEASON
SEASON_SFW_Spring_Cherry,"spring season, cherry blossoms, sakura petals, pink flowers, blooming trees, gentle spring breeze, sakura falling","winter, snow, autumn leaves",Cherry blossom spring. Combos: OUTFIT_Traditional_Japanese; LIGHTING_Soft_Warm; MOOD_Serene. Universal BODY.,SEASON
SEASON_SFW_Summer_Beach,"summer season, bright sun, warm weather, blue sky, summer heat haze, vibrant colors, clear skies","winter, autumn, rain",Bright summer. Combos: SCENE_Beach; OUTFIT_Swimwear; LIGHTING_Golden_Hour_Sunset.,SEASON
SEASON_SFW_Winter_Snow,"winter season, snow, snowflakes, frost, icy breath visible, winter cold, white landscape, snow-covered ground","summer, beach, tropical",Winter aesthetic. Combos: OUTFIT_Winter_Coat; ACCESSORY_Scarf; SCENE_Hot_Spring.,SEASON
STYLE_SFW_3D_Render,"3d render, 3d anime style, cgi anime, smooth 3d shading, rendered character, three-dimensional","flat 2d, sketchy, traditional",3D anime style. Combos: OUTFIT_Cyberpunk; STYLE_Action_Game_Art. NoobAI handles well.,STYLE
STYLE_SFW_90s_Retro,"90s anime style, retro anime aesthetic, classic 90s art, vintage anime, old school anime shading, cel shading","modern, digital, 3d, photorealistic",Retro nostalgic look. Combos: STYLE specific. Universal BODY.,STYLE
STYLE_SFW_Action_Game_Art,"action game art style, game character design, sharp rendering, vibrant saturated colors, game art aesthetic","soft, pastel, watercolor, sketchy",Game character render. Combos: ARCHETYPE_Warrior; ARCHETYPE_Kunoichi; BODY_Muscular_Fit. Best on NoobAI.,STYLE
STYLE_SFW_Anime_Classic,"anime style, classic anime art, clean lineart, anime shading, vibrant colors, standard anime aesthetic","realistic, photorealistic, western cartoon, 3d",Standard anime. Universal — works with all content. Good default.,STYLE
STYLE_SFW_Baroque,"baroque style, dramatic baroque painting, strong chiaroscuro, rich colors, dynamic composition, baroque portrait, theatrical drama, Caravaggio-inspired, old master painting","flat, minimal, modern, digital",Baroque painting style. Combos: LIGHTING_SFW_Dramatic_Shadow; LIGHTING_SFW_Candlelight; ARCHETYPE_SFW_Aristocrat_Noble. Conflicts: STYLE_SFW_Flat_Vector.,STYLE
STYLE_SFW_Cell_Shading,"(cel shading:1.2), cell shaded, hard shadow cel, toon shading, sharp shadow anime, flat shadow render","painterly, soft shading, realistic",Cel-shaded cartoon look. Combos: ARCHETYPE styles; ACTIVITY_Fighting_Pose; OUTFIT_SFW_Fantasy_Armor.,STYLE
STYLE_SFW_Charcoal_Sketch,"charcoal drawing, charcoal sketch, black charcoal on white paper, smudged charcoal, academic drawing, charcoal texture, classical charcoal portrait","colored, digital, polished, painted",Traditional charcoal drawing. Combos: MOOD_SFW_Melancholic; LIGHTING_SFW_Dramatic_Shadow; ARCHETYPE_SFW_Warrior. Different feel from Sketch_Lineart.,STYLE
STYLE_SFW_Chibi,"chibi style, super deformed, cute chibi, big head small body, chibi proportions, kawaii chibi","realistic proportions, serious, dark",Chibi cute style. Combos: MOOD_Playful; ARCHETYPE_Magical_Girl. Conflicts: BODY styles (override proportions).,STYLE
STYLE_SFW_Clay_Render,"clay render, clay material, claymation aesthetic, matte clay texture, rounded soft shapes, stop motion feel, clay character","sharp, glossy, photorealistic, flat",Claymation/clay render aesthetic. Combos: MOOD_SFW_Playful; ARCHETYPE_SFW_Idol; STYLE_SFW_Chibi. Distinct from 3D_Render — matte rounded quality.,STYLE
STYLE_SFW_Colored_Pencil,"colored pencil art, colored pencil illustration, pencil stroke texture, waxy pencil shading, hand-drawn colored pencils, layered pencil marks, colored pencil realism","digital, flat, painted, photorealistic",Colored pencil medium. Combos: SCENE_SFW_Forest_Outdoor; MOOD_SFW_Serene; SEASON_SFW_Spring_Cherry. Warm nostalgic quality.,STYLE
STYLE_SFW_Concept_Art,"concept art style, character concept, design sheet feel, professional game concept, clean character design","painterly, sketchy, watercolor",Professional concept art. Combos: any archetype. Good for character showcases. Works well NoobAI + Illustrious.,STYLE
STYLE_SFW_Dark_Gothic,"dark gothic style, moody atmosphere, dark aesthetic, crimson accents, gothic art, dark elegant","pastel, bright, cheerful",Dark gothic. Combos: ARCHETYPE_Demon_Queen; SCENE_Gothic_Castle; LIGHTING_Dramatic_Shadow.,STYLE
STYLE_SFW_Detailed_Realistic,"ultra detailed, highly detailed, photorealistic anime, detailed skin, detailed fabric, premium quality rendering","simple, flat, cartoon, rough",Maximum detail. Heavy on VRAM. Combos: any. NoobAI excels at this style.,STYLE
STYLE_SFW_Gouache_Flat,"gouache painting style, flat color gouache, opaque watercolor, graphic gouache illustration","3d, realistic, sketchy",Flat gouache illustration style. Combos: REGIONAL_SFW_Art_Nouveau; MOOD_SFW_Playful; OUTFIT styles.,STYLE
STYLE_SFW_Impressionist,"impressionist style, loose brushstrokes, light and color focus, impressionistic painting, atmospheric rendering","sharp, detailed, clean digital",Impressionist artistic. Combos: SCENE_Beach; LIGHTING_Golden_Hour_Sunset; MOOD_Serene.,STYLE
STYLE_SFW_Ink_Crosshatch,"ink drawing, crosshatching, pen and ink, detailed linework, etching style, ink illustration","colored, soft, painterly",Ink crosshatch illustration. Combos: ERA_SFW_Victorian; STYLE_SFW_Sketch_Lineart; PALETTE_SFW_Monochrome_Noir.,STYLE
STYLE_SFW_Low_Poly,"low poly art, low polygon, geometric faces, triangulated surfaces, faceted shading, flat color polygons, low poly 3d","high detail, photorealistic, smooth curves",Low-poly geometric style. Combos: PALETTE_SFW_High_Contrast; SCENE_SFW_Mountain_Top; LIGHTING_SFW_Golden_Hour_Sunset. Clean modern aesthetic.,STYLE
STYLE_SFW_Modern_Glossy,"modern anime style, polished, glossy finish, contemporary digital art, clean smooth rendering, high production value","sketchy, rough, retro, 3d",Polished modern look. Combos: OUTFIT_Evening_Dress; ARCHETYPE_Idol. Excels on Illustrious.,STYLE
STYLE_SFW_Painterly_Oil,"oil painting style, painterly, visible brushstrokes, classical painting aesthetic, painted texture, artistic","flat, digital clean, sharp",Classic painterly look. Combos: MOOD_Elegant; OUTFIT_Evening_Dress; SCENE_Ballroom.,STYLE
STYLE_SFW_Sketch_Lineart,"sketch style, pencil lineart, hand-drawn look, rough sketch, pencil drawing aesthetic, monochrome sketch","colored, polished, digital clean",Sketch aesthetic. Combos: STYLE_Watercolor_Wash. Can be combined for mixed media look.,STYLE
STYLE_SFW_Soft_Pastel,"soft pastel colors, gentle palette, pastel art style, dreamy colors, watercolor-like softness, muted tones","dark, harsh, high contrast, neon",Dreamy soft aesthetic. Combos: ARCHETYPE_Magical_Girl; SEASON_Spring_Cherry; MOOD_Shy.,STYLE
STYLE_SFW_Storybook,"storybook illustration, fairy tale art, children's book style, whimsical illustration, folk art illustrated","realistic, dark, mature",Whimsical storybook art. Combos: ARCHETYPE_SFW_Magical_Girl; SCENE_SFW_Forest_Outdoor; MOOD_SFW_Playful.,STYLE
STYLE_SFW_Surrealism,"surrealist art, dreamlike surrealism, Salvador Dali inspired, impossible scene, melting reality, dream logic, surreal imagery, distorted perspective dream","realistic, grounded, documentary",Surrealist dreamlike style. Combos: PALETTE_SFW_Warm_Earth or PALETTE_SFW_Muted_Desaturated; DYNAMICS_SFW_Floating_Gravity; SCENE_SFW_Fantasy_Ruins. Highly distinctive.,STYLE
STYLE_SFW_Visual_Novel,"visual novel art style, VN character art, dating sim style, light novel illustration, character sprite style","realistic, 3d, rough sketch",Visual novel/dating sim style. Combos: EXPRESSION styles; MOOD styles; any ARCHETYPE. Excels on Illustrious.,STYLE
STYLE_SFW_Voxel_Art,"voxel art, voxel style, 3d pixel art, cubic voxels, minecraft-like aesthetic, blocky 3d, voxel render, isometric voxel","smooth, photorealistic, flat 2d",Voxel cube aesthetic. Combos: ERA_SFW_Retro_Futurism; SCENE_SFW_Cyberpunk_City. Very distinct visual style. NoobAI handles well.,STYLE
STYLE_SFW_Watercolor_Wash,"watercolor style, watercolor wash, soft color bleeding, watercolor texture, translucent colors, painted wash","sharp, clean digital, hard edges",Watercolor aesthetic. Combos: SEASON_Spring_Cherry; MOOD_Melancholic; SCENE_Forest_Outdoor.,STYLE
STYLE_SFW_Woodcut_Print,"woodcut print, linocut, printmaking style, rough carved lines, high contrast black white print, relief print texture, bold graphic woodcut, stamp-like quality","digital, smooth, photorealistic, colored",Woodcut/linocut printmaking. Combos: ERA_SFW_Victorian; PALETTE_SFW_Monochrome_Noir; REGIONAL_SFW_Ukiyo_E. Historic art medium.,STYLE
TIME_SFW_Blue_Hour,"blue hour, twilight, dusk, deep blue sky, transition from day to night, indigo atmosphere, purple twilight","bright midday, harsh sun",Twilight blue. Combos: SCENE_Cyberpunk_City; MOOD_Melancholic; LIGHTING_Neon_Purple_Pink.,TIME_OF_DAY
TIME_SFW_Dawn,"dawn, early morning light, first light, pale sky, sunrise beginning, soft pink and orange horizon, morning mist","night, dark, midnight",Dawn atmosphere. Combos: MOOD_Serene; SCENE_Mountain_Top; ACTIVITY_Gazing_Horizon.,TIME_OF_DAY
TIME_SFW_Golden_Hour,"golden hour, warm afternoon light, long golden shadows, warm glow, magic hour, late afternoon sun","night, overcast, cold",Golden hour. Combos: SCENE_Beach; SCENE_Mountain_Top; LIGHTING_Golden_Hour_Sunset.,TIME_OF_DAY
TIME_SFW_Midnight,"midnight, deep night, starry sky, full darkness, night atmosphere, moonlit shadows, nocturnal","daytime, sunrise, bright",Deep night. Combos: ARCHETYPE_Witch; ARCHETYPE_Vampire; LIGHTING_Night_Moonlit.,TIME_OF_DAY
VFX_SFW_Bloom_Glow,"(bloom effect:1.2), soft glow, light bloom, glowing highlights, luminous edges, soft luminosity","harsh, no glow, flat",Soft bloom/glow. Combos: ACTIVITY_Magic_Casting; ARCHETYPE_SFW_Angel; LIGHTING_SFW_Volumetric_Rays.,VFX
VFX_SFW_Bokeh,"(bokeh:1.2), depth of field, blurred background, out of focus background, circular bokeh, shallow focus","deep focus, sharp background, flat",Bokeh depth of field. Combos: CAMERA_SFW_Face_Close; LIGHTING_SFW_Soft_Warm; any portrait. Universal.,VFX
VFX_SFW_Chromatic_Aberration,"(chromatic aberration:1.2), color fringing, RGB shift, lens distortion edges, color split effect","clean optics, no distortion",Glitch/lens effect. Combos: OUTFIT_SFW_Cyberpunk; SCENE_SFW_Cyberpunk_City; STYLE_SFW_90s_Retro.,VFX
VFX_SFW_Film_Grain,"(film grain:1.2), grain overlay, analog noise, vintage film texture, grainy photograph look","clean digital, smooth, pristine",Vintage film grain. Combos: STYLE_SFW_90s_Retro; LIGHTING_Dramatic_Shadow; MOOD_Melancholic.,VFX
VFX_SFW_Lens_Flare,"(lens flare:1.2), light flare, anamorphic flare, optical flare, sun flare, light streak","no flare, flat lighting",Lens flare effect. Combos: LIGHTING_SFW_Golden_Hour_Sunset; SCENE_SFW_Beach; TIME_SFW_Golden_Hour.,VFX
VFX_SFW_Vignette,"(vignette:1.1), darkened edges, frame vignette, cinematic vignette, dark corners","bright corners, even exposure",Cinematic vignette. Combos: MOOD_Mysterious; LIGHTING_Dramatic_Shadow; any portrait. Subtle but impactful.,VFX
WEATHER_SFW_Dense_Fog,"(dense fog:1.3), thick mist, foggy atmosphere, obscured background, misty air, fog rolling in, visibility reduced","clear, bright, sharp background",Dense fog for mystery. Combos: SCENE_Forest_Outdoor; MOOD_Mysterious; LIGHTING_Dim_Dark.,WEATHER
WEATHER_SFW_Gentle_Rain,"(gentle rain:1.2), light drizzle, rain drops, soft rain, wet pavement, grey sky, peaceful rain","dry, sunny",Peaceful rainy atmosphere. Combos: MOOD_Melancholic; ACTIVITY_Reading; SCENE_Cafe.,WEATHER
WEATHER_SFW_Heavy_Rain,"(heavy rain:1.3), pouring rain, rain streaks, wet everything, splashing puddles, rain-soaked, rain on surface","dry, sunny, clear sky",Heavy rain atmosphere. Combos: SCENE_Cyberpunk_City; LIGHTING_Neon_Purple_Pink; MOOD_Melancholic.,WEATHER
WEATHER_SFW_Snowstorm,"(snowstorm:1.2), blizzard, heavy snowfall, snow swirling, white-out conditions, blowing snow, icy wind","sunny, warm, clear",Blizzard intensity. Combos: SEASON_Winter_Snow; OUTFIT_SFW_Winter_Coat; MOOD_Fierce. Conflicts: WEATHER_SFW_Heavy_Rain.,WEATHER
WEATHER_SFW_Windy,"(strong wind:1.2), wind effect, wind blowing hair, fabric in wind, leaves swirling, dynamic wind, gusts","still, calm, no movement",Wind dynamics. Combos: ACTIVITY_Gazing_Horizon; SEASON_Autumn_Leaves; ARCHETYPE_SFW_Kunoichi. Adds life to any static scene.,WEATHER
